gene	adj_pval	log_fc	clone	scores
PANK3	0.00011423050986508462	0.39781716	G	4.631275
UBA2	0.0001178164312972618	0.4057576	G	4.6242905
MCTS1	0.00012220012178640457	0.39467224	G	4.616324
DUSP8	0.00012594661760174217	1.0530736	G	4.609469
FAM207A	0.00012634635449734985	0.5971198	G	4.6086164
TUBB	0.00012761012232548284	0.10363944	G	4.605967
LRFN4	0.00012989750177250714	0.455382	G	4.6020765
LITAF	0.000129950655372813	0.2562049	G	4.6017985
NSMAF	0.00013973627074659534	0.38744035	G	4.586078
ATG101	0.00014200430994087105	0.4496134	G	4.582521
ADRM1	0.00014563613279116518	0.37010857	G	4.5770464
CD151	0.00015028396597438503	0.1789484	G	4.570275
IDI1	0.00015120470503305402	0.52822816	G	4.568802
EIF2S2	0.00015268445453641273	0.18047768	G	4.566375
KDELR2	0.0001531655988795572	0.1844651	G	4.5655227
FBL	0.00016863220817413333	0.26269224	G	4.5445313
FAM129B	0.0001721330971442639	0.37723646	G	4.5398254
SHMT2	0.0001721330971442639	0.25177777	G	4.5398164
GTF3C6	0.00017400501030664914	0.55188453	G	4.5373425
COX6C	0.00017428998240917625	0.19246535	G	4.5368056
IFRD1	0.00017799930545987045	0.34909585	G	4.5317845
ATAD3A	0.00018475463578128745	0.63671285	G	4.5233364
KIFC3	0.0001852462700840595	0.49236536	G	4.5223913
TUBB4B	0.00018616286810412228	0.32103634	G	4.5209646
TGIF1	0.0001880067208232951	0.38886198	G	4.5183063
ATF6	0.00018883007352254305	0.52236027	G	4.517
PSMD1	0.00019325089872608488	0.41784883	G	4.511905
MRPL28	0.00020471903102140253	0.39362156	G	4.498714
GYG1	0.00021138957937037912	0.6745557	G	4.491701
LSR	0.00021189137159780919	1.4715338	G	4.4910064
EIF2S1	0.00021339924607897308	0.46964994	G	4.4891167
DAD1	0.00022057392890101901	0.30663934	G	4.4816875
UBE2D3	0.0002267813387286838	0.16206264	G	4.4751935
DYNLT1	0.00022820717217755872	0.39046913	G	4.473665
RIF1	0.00023656731583233682	0.34265494	G	4.465402
ATP13A3	0.00024301499229811735	0.3791277	G	4.459075
CDC42EP1	0.00024388428999307427	0.43645713	G	4.458121
AFG3L2	0.00025055174031072484	0.5410979	G	4.452146
NOL8	0.0002505587160299539	0.42657295	G	4.4519515
PDGFC	0.0002857574929619245	0.38999864	G	4.4217615
DKC1	0.0002860236706344355	0.36843604	G	4.4213724
CERS2	0.0003013930520296748	0.3781866	G	4.4094872
TWF1	0.0003041439602338435	0.2981533	G	4.4071436
PTS	0.00031443900842447267	0.51938146	G	4.399362
RNF181	0.0003205064315855117	0.39432877	G	4.3942766
RRAS2	0.0003269864839856773	0.3678081	G	4.389552
POLR2I	0.00032938658364924203	0.38325125	G	4.387588
CPVL	0.0003322845252856758	3.145942	G	4.385309
RPL37A	0.0003469785155658377	0.16790491	G	4.375509
LYAR	0.00035102231532020906	0.6834198	G	4.372794
SEPHS2	0.0003595665210373567	0.39345965	G	4.367357
ABCE1	0.0003731269378561918	0.30381986	G	4.359075
SENP6	0.000377651801961255	0.33496016	G	4.35625
SNHG7	0.0003816314617539275	0.3105114	G	4.353767
LTV1	0.0003837149511687971	0.64215726	G	4.3522015
MET	0.00038923244650347427	0.26572147	G	4.348885
XPO1	0.0003904155036504428	0.2470113	G	4.3478475
TMBIM1	0.00039435637908139144	0.34992564	G	4.3452725
PRMT8	0.0003981175156759171	0.37530667	G	4.343003
NDUFB6	0.00040398526148590486	0.39628112	G	4.339603
GALNT7	0.00040589651659060855	0.5513662	G	4.338195
MRPS16	0.00041378803329280986	0.30091634	G	4.3334427
RAB27B	0.00041378803329280986	0.29486364	G	4.333193
NDUFS6	0.00042006979739331974	0.23515093	G	4.3295336
PSMG4	0.00043867020955988003	0.44173923	G	4.3196125
ACTR2	0.0004392979753849094	0.20046574	G	4.319112
SERPINE1	0.000445182909668096	0.41573614	G	4.315805
EIF3J	0.00045482562673809915	0.31031036	G	4.310701
DBN1	0.0004601183393591885	0.53796524	G	4.3077736
ZBTB10	0.0004605449968828411	0.74085367	G	4.3073845
FKBP1A	0.0004941857737485963	0.2108297	G	4.2906547
ZEB2	0.0004953865867410377	0.5766965	G	4.289932
UQCRQ	0.0005417293783291925	0.20417956	G	4.269293
SRP9	0.0005486173816692354	0.29403737	G	4.266106
COX7B	0.0005522301430014883	0.24907686	G	4.264457
SREBF1	0.0005698290183675288	0.39433306	G	4.256713
CDC37	0.0005850873380503724	0.25088307	G	4.250432
LIMS1	0.0006400456910275116	0.3014753	G	4.229913
CAPNS1	0.0006479021377848812	0.27673477	G	4.226801
TIMM50	0.0006518380188130922	0.7641765	G	4.2252536
MRPL3	0.0006588839356774137	0.33626986	G	4.2224655
RRBP1	0.0006661670266299481	0.26725146	G	4.2196217
ACACA	0.000674544134026007	0.5397152	G	4.21662
PMAIP1	0.0006816491213832097	0.8910122	G	4.2140727
ATIC	0.0006859209364712974	0.37192827	G	4.212479
PGAM5	0.0006906430108048243	0.9003917	G	4.2107472
PTRH1	0.0006907075472884266	0.871513	G	4.210543
PGP	0.0006919631498861059	0.6665242	G	4.2099504
OSTM1	0.0006952603781040275	0.45553774	G	4.2083755
ARL2	0.0007039659274897269	0.30441642	G	4.205152
CCDC59	0.0007171831318509704	0.42233333	G	4.200761
PLAUR	0.0007205172527673476	0.65832406	G	4.1995287
AHCY	0.0007345616524047898	0.43053615	G	4.19461
DPM2	0.0007459431464160555	0.5515853	G	4.1909413
CHPT1	0.000760973030987179	0.45271868	G	4.1860504
AC005261.1	0.0007814303306517905	0.35023066	G	4.1796584
PRKDC	0.000790597337254127	0.24466433	G	4.176824
ACOT9	0.000800856737031781	0.46015695	G	4.1735263
DMKN	0.000802109760896818	0.8736357	G	4.172989
PAK1IP1	0.0008198600635683475	0.57838815	G	4.16782
RTRAF	0.0008312219076386059	0.22898662	G	4.164318
SPTBN1	0.0008381484427080826	0.23621944	G	4.162243
OLA1	0.0008404799981610677	0.3465233	G	4.161428
SRP19	0.0008408373104617637	0.3410459	G	4.16115
PAPOLA	0.0008437412609888919	0.24746996	G	4.1600013
TUBB2A	0.0008467068207100114	0.8921694	G	4.1590195
EIF3A	0.0008542412192552797	0.15496106	G	4.1568146
EXOSC5	0.0008545367354906456	0.6424264	G	4.156555
GPATCH4	0.0008552486459731998	0.5248215	G	4.1561847
RAB31	0.0008925521206999225	0.3858864	G	4.1458745
RARS	0.0009038840874029478	0.32442987	G	4.142623
IDH1	0.0009086131582260136	0.28380215	G	4.1410666
TALDO1	0.0009259658348312109	0.26486003	G	4.136546
IWS1	0.00093517054216918	0.48450124	G	4.133915
RPSA	0.0009707115216433408	0.18487595	G	4.1247997
PSMB1	0.0009768737503627978	0.21578182	G	4.122984
MCRIP2	0.0009862419976237474	0.4185472	G	4.1204276
RANBP1	0.0010071086925662527	0.28305143	G	4.1151567
NDUFAF8	0.0010147147400374667	0.23363703	G	4.1129704
ACBD3	0.0010150584153837976	0.38348055	G	4.112535
PSMB5	0.0010161075880874431	0.2654817	G	4.1121182
CCDC124	0.0010774686824303076	0.34943497	G	4.098028
EPRS	0.0010828153386409937	0.19303076	G	4.0967035
CEBPZ	0.0010829342777440374	0.33252826	G	4.0964994
CCDC91	0.0011128607007243531	0.35102153	G	4.0894685
FOLR3	0.0011363250547767084	0.67653775	G	4.084448
ROR2	0.001191556881600462	3.1726744	G	4.0728774
SLC22A5	0.0011968570615573124	0.44253734	G	4.071488
PRMT1	0.0012082982708178857	0.30652526	G	4.0685606
ATP5MC1	0.0012136331487174526	0.26720747	G	4.0673566
EEF1B2	0.0012305684867898537	0.16626975	G	4.0639477
RPL31	0.0012319303400973804	0.20586254	G	4.0635123
BOD1	0.0012484999982012152	0.2802459	G	4.059862
WDR77	0.0012515196718851523	0.5973442	G	4.059121
MAPKAP1	0.0012536514193145728	0.4053741	G	4.058547
PTDSS2	0.0013090489094793056	0.46043003	G	4.047375
DARS	0.0013426946458028146	0.2754344	G	4.0410757
INSIG1	0.0013430095038939856	0.52575415	G	4.040668
MBP	0.0013439110154824896	0.9814976	G	4.0403347
HPCAL1	0.0014519632055281792	0.40632197	G	4.02128
CNDP2	0.0014839854591836897	0.4998368	G	4.015786
STK24	0.0015072400047161142	0.26293978	G	4.011766
SUPT16H	0.0015219783645503073	0.2884551	G	4.0092926
NOP56	0.0015675051670275629	0.2903246	G	4.001798
RFK	0.0016212158118045108	0.9369037	G	3.9927664
PICSAR	0.0016232535441084496	0.50766367	G	3.992118
THAP4	0.001630957402666248	0.6962642	G	3.9906452
IRS2	0.001649618562557931	0.26255968	G	3.9874213
GCSH	0.0016526564854649902	0.34495905	G	3.98681
PPP4R3B	0.001679190104981491	0.36881658	G	3.9826784
FAM96B	0.0016805761727253555	0.26083794	G	3.982308
PSMD14	0.0017020876454441707	0.4537139	G	3.978936
NDUFAF2	0.0017290216184334868	0.3493096	G	3.9750266
SLC31A1	0.001731054114114875	0.49387738	G	3.974573
ATP13A1	0.0017686625560551237	0.42971066	G	3.9689312
DAPK3	0.0017784799416643508	0.41274968	G	3.967264
FLII	0.0017823697679662642	0.24642143	G	3.9665692
SMYD3	0.0017886287509852993	0.9777602	G	3.9655595
TOMM34	0.0018599811289089837	0.5580065	G	3.9553509
GPRC5A	0.0019017754784724369	1.2524556	G	3.9495149
FAM208B	0.0019057751594815239	0.32166445	G	3.9488387
TMEM181	0.0019895802157860716	0.33291134	G	3.9381764
SEL1L	0.0020309548090102847	0.23771544	G	3.9328868
CCNY	0.0020395287047322522	0.3073502	G	3.9317012
RAB3GAP2	0.0020448495633948903	0.32062203	G	3.9307284
RRS1	0.0020457418506160483	0.49612585	G	3.9304504
PFN1	0.002056752109862232	0.1514109	G	3.9289868
UCK2	0.0020682443930033034	0.64115894	G	3.927301
CHML	0.0021196477415898257	0.5280373	G	3.920872
MTAP	0.002133656293402707	0.3908279	G	3.919112
RBM25	0.0021772106615405456	0.28049436	G	3.9137206
ATXN1	0.0021796189751250336	0.4378969	G	3.913109
MTX1	0.0022328716280103147	0.54496557	G	3.9071064
TLK1	0.002253792137287965	0.3865344	G	3.9046793
NAA35	0.002267071973220988	0.5575343	G	3.903086
MINOS1	0.0023341021577432527	0.21170393	G	3.8953416
KCMF1	0.0023377521212224078	0.3619519	G	3.894619
SNRPB2	0.002341458645522236	0.29277003	G	3.8940632
XRCC5	0.0023498779879390207	0.27879828	G	3.8928497
FSTL1	0.0024033087912929693	0.484944	G	3.8870509
SMIM29	0.0024058305681914647	0.419341	G	3.8866246
RPF2	0.002436665613711187	0.45039874	G	3.8831878
FLRT2	0.002526797496424857	0.29120585	G	3.8740077
KLF4	0.0025359908199344703	0.3381559	G	3.8729517
HYOU1	0.002546427725917428	0.1750367	G	3.8716085
PSMA3	0.0025686903913731667	0.34030274	G	3.8691444
QKI	0.002569134122409339	0.27638724	G	3.8689313
NDUFB8	0.0027698591406035552	0.3300826	G	3.849691
GNPNAT1	0.002795269364113103	0.49662507	G	3.8472824
DNAJC1	0.0028017785601615617	0.27341464	G	3.8465412
AHSA1	0.002810956744713267	0.461392	G	3.8455687
ATF4	0.0028167568673045694	0.12407204	G	3.8448923
LINC01133	0.0028346402600935594	0.7038827	G	3.8431695
TWIST2	0.0028523702571902104	0.787457	G	3.841298
HDAC9	0.002904619103666795	0.5328216	G	3.8364997
TAF9	0.002990508224337185	0.31743473	G	3.8291628
ARPC2	0.0030021879098558217	0.21051873	G	3.8280327
AVEN	0.003243065848541814	0.5135945	G	3.8081346
RABGGTB	0.0032529869728427246	0.39740953	G	3.8072083
MICAL2	0.003263130833254105	0.4033589	G	3.8060966
NDUFS8	0.0032734796676439464	0.30609855	G	3.8051424
NUTF2	0.0033266353174979915	0.39789274	G	3.8009832
JPT1	0.003367365575333951	0.34730962	G	3.7977965
ETV5	0.0034840848685420587	1.2806277	G	3.7884865
USP14	0.003565207849696258	0.31226543	G	3.7822523
ENTR1	0.003595622478428011	0.5180426	G	3.7797973
YWHAH	0.0035979836054472938	0.36590716	G	3.779464
AAMP	0.0036304646794969556	0.3525627	G	3.7770553
MRPS5	0.0038691827854337507	0.38125497	G	3.7603068
SRPK1	0.003959315821541286	0.46641275	G	3.7542021
PLEKHB2	0.004016400169933905	0.3117186	G	3.7502744
MTA1	0.004050859642706589	0.29927573	G	3.7477918
MCFD2	0.0040766112662554725	0.23952048	G	3.7460318
YY1	0.0041173242457164805	0.2366643	G	3.7431972
IBTK	0.004143472291632177	0.3414942	G	3.741437
MXD1	0.004230994824198831	0.8666519	G	3.7358418
MFSD12	0.004553644198143962	0.43385422	G	3.7161198
CPEB2	0.004681108457172458	0.52594405	G	3.7086256
DDT	0.004849579899164581	0.23762389	G	3.6994917
HDDC2	0.005013966312082805	0.32332182	G	3.690682
PLEKHO1	0.0050783177593198454	1.1301341	G	3.687097
YIF1A	0.00509522083994097	0.2493329	G	3.686078
RUNX2	0.0051314252440943404	0.4651401	G	3.6839383
RMND5A	0.005182744321918341	0.4194295	G	3.6808257
SNX3	0.005236427434858348	0.20279188	G	3.677926
AL365181.3	0.005290959448217835	1.4550529	G	3.6749432
GPC1	0.00541303851899054	0.3170917	G	3.668607
MAP4K4	0.0054322357815462475	0.32123306	G	3.6675324
RASAL2	0.005763785844161409	0.36681888	G	3.6516733
ITGB5	0.005834414820323653	0.4255845	G	3.6483753
SGTB	0.005851415061793096	0.4890891	G	3.6474583
RRP7A	0.005861277122000132	0.41404542	G	3.646856
AIMP1	0.0059705621289912894	0.27453166	G	3.6414278
EMG1_ENSG00000126749	0.006244142836408394	0.40289155	G	3.629033
DENND5B	0.006348344813794265	0.6077297	G	3.62442
DAP3	0.006348747302097652	0.34891522	G	3.6242347
VCP	0.00660346727060257	0.21975535	G	3.6133778
FADS1	0.00662208514070317	0.4441037	G	3.6124792
CSNK1E	0.006662138489590884	0.24337637	G	3.6107469
RAPGEF1	0.00666970759544958	0.41624212	G	3.6102836
TARDBP	0.0066703748222944476	0.26184487	G	3.610089
RIOK3	0.006682489395957013	0.2595392	G	3.6094499
BRI3	0.006730569029936203	0.061186258	G	3.6074212
IQGAP1	0.006838618556306664	0.12444481	G	3.60278
ATP6V0A2	0.006846835432607834	0.66166294	G	3.6021318
GNL3	0.006874151691614877	0.23388037	G	3.6007607
PTGES2	0.006876081073293215	0.4573639	G	3.60052
LRPPRC	0.006968692428316912	0.2748849	G	3.5965366
RANGAP1	0.006978556619811821	0.4969612	G	3.5956657
PAPPA2	0.007044391716624009	0.5416463	G	3.5930536
UBE2S	0.007151096030519904	0.33476728	G	3.5889683
BBIP1	0.007207414502254893	0.6040528	G	3.5865874
F2R	0.0072217438921656696	0.27896258	G	3.585902
CCNC	0.00739693851840621	0.3626699	G	3.5784726
LGALS3	0.007423983014729981	0.28877482	G	3.577185
CDKN1A	0.0075978752987367	0.41282672	G	3.570293
MRPL20	0.007609986561702355	0.20426731	G	3.5697093
CD63	0.00769222692339334	0.022284362	G	3.5665598
SNRPC	0.0077692773442057566	0.25436074	G	3.5634472
NUP88	0.00801798785581403	0.7393881	G	3.5541744
COX7A2L	0.008023950540152267	0.18830232	G	3.553813
TUFM	0.008055126095174864	0.13533098	G	3.5526273
FUCA2	0.008186650470606677	0.99719334	G	3.5480325
PSMD2	0.008220185963715229	0.25377548	G	3.5466247
OGFOD1	0.008258499125267773	0.43664837	G	3.5450683
ANKRD13C	0.008295819082109756	0.4535485	G	3.543549
BLMH	0.008363152944489971	1.1629965	G	3.5412517
MAPK1	0.008463997429030059	0.21169151	G	3.5375926
AKT1	0.008479505649870482	0.3294846	G	3.5369442
UBE2G2	0.008658731703760369	0.2662482	G	3.530756
SRPRA	0.00897692089934533	0.37819606	G	3.5205383
BMS1	0.00901720702791658	0.32821032	G	3.519186
ANKRD11	0.009031210649698192	0.1460616	G	3.5184448
PAIP1	0.00908756998374842	0.27457467	G	3.5166292
ATP5MF	0.009173644183987665	0.265671	G	3.5139613
ABCC4	0.0091903695566622	0.6602253	G	3.5133128
MSC-AS1	0.00925635729339845	0.36797965	G	3.5112472
SCO1	0.00973057154984849	0.3650607	G	3.4972312
SELENOI	0.00973057154984849	0.5328391	G	3.4971201
VAC14	0.009757125445938567	0.61124486	G	3.4960642
PAXBP1	0.00989186820129656	0.3600616	G	3.4922383
PPFIBP1	0.010004126846884271	0.2761066	G	3.4889867
MOCOS	0.010028510949476264	0.5121722	G	3.4880788
MAPK1IP1L	0.010210537719422172	0.24793792	G	3.4829376
GPT2	0.010330340934896097	0.5083729	G	3.479649
NOC2L	0.01041180281087162	0.23756866	G	3.4773796
STRBP	0.010685640451139764	1.5094904	G	3.4697556
HSPA4L	0.010730045961028103	0.37859714	G	3.4684772
THOC7	0.010858852648415558	0.23851705	G	3.4651053
RNASEH1	0.01102186649214277	0.6112175	G	3.4606032
NDUFB2	0.011121318387641325	0.18231493	G	3.4575276
PPID	0.011319199191939737	0.39134884	G	3.4526088
PLEKHJ1	0.011470504641706928	0.52059597	G	3.4485328
NOL7	0.011483619228295263	0.26374438	G	3.4480603
DIXDC1	0.011592929723290417	0.28342235	G	3.4453368
CD81	0.012245873989668917	0.15453297	G	3.4285328
NOLC1	0.012337608213377534	0.31154108	G	3.42618
IPO5	0.01264884494290209	0.21709755	G	3.4189172
KPNA3	0.012707865878915097	0.29970163	G	3.4173238
MAGOH	0.012795233846317922	0.30511004	G	3.4152951
TPD52L1	0.013135053022538765	0.36108384	G	3.4079862
DHX36	0.01327609760670621	0.22079726	G	3.404744
METTL13	0.013346691955785252	0.59780717	G	3.4031322
DDHD1	0.013371685194497855	0.48811963	G	3.4021318
NIPA2	0.013474861601897698	0.4081225	G	3.3997047
TSN	0.013511356989131714	0.27015537	G	3.3986394
DNTTIP1	0.013515676830501455	0.46801716	G	3.398389
TAGLN2	0.01378957671539541	0.07744907	G	3.3925717
FEZ2	0.01381591739077314	0.39845675	G	3.3918862
VTI1B	0.014117333758714445	0.29809615	G	3.3856425
SURF2	0.014135185593372353	0.5432036	G	3.385133
ADGRE5	0.014184833699201297	0.45285466	G	3.3838453
CPSF3	0.014521711859466283	0.50248396	G	3.3765829
NBL1	0.01463629232547681	0.28449765	G	3.3739333
NPM3	0.014866482502866535	0.3759349	G	3.3693109
INTS13	0.015264070310348713	0.41601717	G	3.361057
PAWR	0.01528893187830538	0.2077502	G	3.3604457
XPO6	0.015325133713982975	0.29358494	G	3.3596306
DCUN1D5	0.015431357272034764	0.39023784	G	3.357398
SDHC	0.015653948384925575	0.23909265	G	3.3529515
BLOC1S1	0.01571910523845058	0.3164149	G	3.3514786
PPP2CB	0.015777972966896977	0.24305436	G	3.3500519
LSM5	0.016482342040494865	0.21706763	G	3.3367126
AKT1S1	0.01697076617892246	0.3771054	G	3.3282642
COX5A	0.01700499185409445	0.16089872	G	3.3275416
PDAP1	0.01707534488332109	0.23672915	G	3.3260965
GOLM1	0.017144837750028164	0.7496987	G	3.3246143
SPRY2	0.01715430974826236	0.50219816	G	3.3242993
TRIO	0.017172915416001945	0.31947297	G	3.323836
ATP8B2	0.01718012783439751	0.47249496	G	3.3235583
SLC25A39	0.018024092315667217	0.34786594	G	3.3095148
DGKH	0.018055505159425105	0.28512916	G	3.3088663
SMIM3	0.01811810879937144	0.31461453	G	3.3077362
CDC42EP3	0.0181728863383808	0.36708066	G	3.3065689
RABL6	0.01866993782636751	0.2950351	G	3.298519
PCID2	0.018701777266715475	0.32452723	G	3.2978797
PSMC4	0.018770361617938748	0.30884948	G	3.2963698
DNAJC2	0.018847057501255173	0.32981774	G	3.2950635
KDSR	0.01912122501199801	0.18049721	G	3.2906818
RRP12	0.019533496918810154	0.44520634	G	3.283873
CCNB1IP1	0.019597045360465037	0.34295362	G	3.2826505
CD2AP	0.019597045360465037	0.39106247	G	3.282391
BNIP3	0.019597045360465037	0.46654692	G	3.282317
MTIF2	0.019597045360465037	0.34566665	G	3.282317
MAP2K3	0.019688154028032784	0.37070766	G	3.280529
TMEM184B	0.019742370005192175	0.29660055	G	3.2795935
GLRX2	0.019908621823378714	0.4826398	G	3.276907
PTGR1	0.020161081598194804	0.2887128	G	3.2729793
AGFG1	0.02033243255635598	0.34586334	G	3.2699964
PAQR3	0.020469879471781575	0.72485495	G	3.2679305
PYCR1	0.020744348884137363	0.38926876	G	3.2635212
RANGRF	0.020760501218873757	0.43158823	G	3.2631414
MRPS10	0.021426522510806383	0.31121236	G	3.2535443
BOLA3	0.021483497551105263	0.43922818	G	3.2523587
TLN1	0.021483497551105263	0.24596114	G	3.2523122
ARF6	0.021549997691177773	0.23593225	G	3.2512748
CCDC6	0.021748035938030236	0.22462262	G	3.2485142
DDX49	0.021841577860044387	0.32932273	G	3.247134
DEAF1	0.021999096418384972	0.34098795	G	3.2449293
CTPS1	0.022148070755409678	1.123212	G	3.2425299
PSAP	0.022570459650343145	0.025260396	G	3.2366662
YWHAG	0.022649603082000584	0.18158169	G	3.2355082
TMEM208	0.02277244243519043	0.23715642	G	3.2336462
EEF1E1	0.022795255049641538	0.34192148	G	3.2332015
SERINC1	0.02292700734637488	0.1506407	G	3.2312376
CARS	0.023681586721941	0.24186523	G	3.221298
GNG5	0.023864810311242504	0.17508453	G	3.2181761
MRPL55	0.023965920631223395	0.31747967	G	3.216805
CCT2	0.024116406400456907	0.22552128	G	3.2148504
KLHL4	0.024211463933672617	0.66130257	G	3.2135627
SAMD4B	0.024664123463748563	0.28205344	G	3.207449
P3H4	0.024687130038859466	0.4505351	G	3.2070227
ETS1	0.024687893349784364	0.38554952	G	3.206856
EPS8	0.024751537713524445	0.2158669	G	3.2059574
SEC61A1	0.024756298085021066	0.10597841	G	3.2057445
SDSL	0.024969094293918023	0.6334511	G	3.2031229
ATXN2L	0.025075282701642623	0.28202954	G	3.2014277
PGK1	0.025211874672441945	0.1548773	G	3.1997046
SUPT5H	0.025460117415008997	0.2335441	G	3.1965365
SSNA1	0.02584868887961944	0.35799092	G	3.1917193
FZD3	0.025975807885424525	0.48371592	G	3.1901445
PES1	0.026330260515542193	0.24753371	G	3.1855962
ACBD6	0.026761729403727022	0.3324499	G	3.1807327
CLCN3	0.0268877947039667	0.24724965	G	3.1792135
WIPI1	0.02691446124163135	0.35879675	G	3.1787689
ISG20L2	0.02726663452143287	0.49329758	G	3.1748412
HEATR1	0.02728754557544527	0.3746583	G	3.1744614
ARF4	0.027366057408228388	0.1661116	G	3.1734703
ACTB	0.02797567827558971	0.041004762	G	3.1666708
EIF4A1	0.02797567827558971	0.19200085	G	3.1665967
CMSS1	0.02798550288974673	0.33123723	G	3.1663373
PSMB3	0.028335147078124925	0.2293536	G	3.1624095
RPE	0.028341487232917385	0.5068864	G	3.162187
NUPR1	0.028482495042818117	0.1284742	G	3.1605847
PRDX4	0.028935977258980523	0.26188555	G	3.1556656
TRNT1	0.029094492993314024	0.5558592	G	3.1537573
JMY	0.0291722002190851	0.30476275	G	3.1528218
ABCF2_ENSG00000033050	0.029231546269087576	0.3699919	G	3.1520715
CAP1	0.02934964916855164	0.14322487	G	3.15058
SPIRE1	0.029948292339317437	0.37590587	G	3.1440492
BCCIP	0.03014519540990438	0.29981112	G	3.1419742
TMEM8A	0.030346308517614294	0.51780444	G	3.1398065
CLN8	0.030346308517614294	0.4287514	G	3.1395934
NOP16	0.03066470542435955	0.4396294	G	3.1360269
USP16	0.031034988591460123	0.21409684	G	3.132192
UBE2F	0.031184260250483986	0.41017637	G	3.1306262
COTL1	0.03139450011181601	0.43805543	G	3.1284957
FOXN3	0.03147099063697992	0.72893053	G	3.1274674
UHMK1	0.031623173052743515	0.20779912	G	3.1258926
UBALD2	0.03233791076369926	0.323995	G	3.1190004
GART	0.032382777319233676	0.2846153	G	3.1184354
SMC1A	0.03245127259034614	0.2915191	G	3.1174998
SUPV3L1	0.03280304744446507	0.43032497	G	3.1140075
TMSB10	0.03283717801313895	0.07228544	G	3.1135442
GAS2L3	0.03289095602959547	1.2340151	G	3.112905
ZPR1	0.03326466505794858	0.29023582	G	3.1094127
TEX10	0.03340916569811872	0.4802761	G	3.1078193
GTF2A2	0.033462755037011925	0.27986437	G	3.1071894
SELENOS	0.03430978655135192	0.14438795	G	3.0991673
DCAF13	0.03439404350871292	0.2960687	G	3.0981297
GTF2IRD1	0.034726271034494445	0.34121928	G	3.0944984
COPA	0.03532008883689342	0.22226168	G	3.0891533
DDX10	0.03560325426091351	0.36762404	G	3.0866244
STX16	0.03592557197024806	0.22325791	G	3.0836322
TIMM13	0.036142204415092465	0.21297863	G	3.0810478
UBLCP1	0.03685652675195803	0.33209345	G	3.0746095
CAD	0.036879927599343686	0.4882221	G	3.0741093
TIMM8B	0.037022442294113	0.30541205	G	3.0728033
POLR2K	0.03706755307348357	0.2828805	G	3.0722845
TAX1BP1	0.03727427546935864	0.11170825	G	3.0704687
GTF3C3	0.037633959104571624	0.39392573	G	3.067134
PIP4K2A	0.03799681211119658	0.46121293	G	3.063799
VASP	0.03829701840773453	0.24750566	G	3.0612886
UQCC2	0.03840885551359759	0.28820398	G	3.0602603
QSOX2	0.038719198125847114	0.6001251	G	3.0576944
PFDN6	0.03881927331739265	0.37851432	G	3.0566106
SLC22A15	0.0389661920389329	0.3790065	G	3.055323
TIMP2	0.038970132499819024	0.25886253	G	3.0551376
NCS1	0.039169542772082344	0.5808315	G	3.0534515
YWHAE	0.03932859213915355	0.1698703	G	3.0520806
